date,value,metric,source,fetched_at
2003-06-01,66.5,labor_participation_rate,BLS,2026-03-15 21:39:21.451066
2003-05-01,66.4,labor_participation_rate,BLS,2026-03-15 21:39:21.451066
2003-04-01,66.4,labor_participation_rate,BLS,2026-03-15 21:39:21.451067
2003-03-01,66.3,labor_participation_rate,BLS,2026-03-15 21:39:21.451068
2003-02-01,66.4,labor_participation_rate,BLS,2026-03-15 21:39:21.451069
2003-01-01,66.4,labor_participation_rate,BLS,2026-03-15 21:39:21.451069
2002-12-01,66.3,labor_participation_rate,BLS,2026-03-15 21:39:21.451071
2002-11-01,66.4,labor_participation_rate,BLS,2026-03-15 21:39:21.451072
2002-10-01,66.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451072
2002-09-01,66.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451073
2002-08-01,66.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451073
2002-07-01,66.5,labor_participation_rate,BLS,2026-03-15 21:39:21.451074
2002-06-01,66.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451074
2002-05-01,66.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451075
2002-04-01,66.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451076
2002-03-01,66.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451076
2002-02-01,66.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451078
2002-01-01,66.5,labor_participation_rate,BLS,2026-03-15 21:39:21.451078
2001-12-01,66.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451079
2001-11-01,66.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451079
2001-10-01,66.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451080
2001-09-01,66.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451081
2001-08-01,66.5,labor_participation_rate,BLS,2026-03-15 21:39:21.451081
2001-07-01,66.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451082
2001-06-01,66.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451082
2001-05-01,66.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451083
2001-04-01,66.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451083
2001-03-01,67.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451084
2001-02-01,67.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451085
2001-01-01,67.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451085
2000-12-01,67.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451086
2000-11-01,66.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451086
2000-10-01,66.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451087
2000-09-01,66.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451087
2000-08-01,66.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451088
2000-07-01,66.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451089
2000-06-01,67.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451090
2000-05-01,67.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451090
2000-04-01,67.3,labor_participation_rate,BLS,2026-03-15 21:39:21.451091
2000-03-01,67.3,labor_participation_rate,BLS,2026-03-15 21:39:21.451091
2000-02-01,67.3,labor_participation_rate,BLS,2026-03-15 21:39:21.451092
2000-01-01,67.3,labor_participation_rate,BLS,2026-03-15 21:39:21.451093
